SUAS_IDENT	SECTOR	NOTE_TYPE	NOTE_NBR	REMARKS	CYCLE_DATE
W110		CONTROLLING AGENCY	1	Using Agcy-PPR-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, VA 23460,DSN 433-1218/1220, C757-433-1218/1220.	200102
W122(1)		EFFECTIVE TIMES	1	Ctc Giant Killer CON 135.875/251.6/310.1.	200103
W122(1)		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, VA, 23460, DSN 433-1218/1220, C757-433-1218/1220.	200404
W122(10)		EFFECTIVE TIMES	1	Ctc Giant Killer CON 135.875/251.6/310.1.	200404
W122(10)		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, VA, 23460, DSN 433-1218/1220, C757-433-1218/1220.	200404
W122(11)		EFFECTIVE TIMES	1	Ctc Giant Killer CON 135.875/251.6/310.1.	200404
W122(11)		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, VA, 23460, DSN 433-1218/1220, C757-433-1218/1220.	200404
W122(12)		EFFECTIVE TIMES	1	Ctc Giant Killer CON 135.875/251.6/310.1.	200404
W122(12)		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, VA, 23460, DSN 433-1218/1220, C757-433-1218/1220.	200404
W122(13)		EFFECTIVE TIMES	1	Ctc Giant Killer CON 135.875/251.6/310.1.	200404
W122(13)		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, VA, 23460, DSN 433-1218/1220, C757-433-1218/1220.	200404
W122(14)		EFFECTIVE TIMES	1	Ctc Giant Killer CON 135.875/251.6/310.1.	200404
W122(14)		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, VA, 23460, DSN 433-1218/1220, C757-433-1218/1220.	200404
W122(15A)		EFFECTIVE ALTITUDE	1	Excld that airspace FL240 and abv fr N34 23'31.00'' W77 29'59.00'' then 3 NM frand parl  the shoreline to N34 28'55.00'' W77 18'56.00'' to N33 32'41.00'' W77 30'41.00'' to beginning.	200404
W122(15A)		EFFECTIVE TIMES	1	Ctc Giant Killer CON 135.875/251.6/310.1.	200404
W122(15A)		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, VA, 23460, DSN 433-1218/1220, C757-433-1218/1220.	200404
W122(15B)		EFFECTIVE TIMES	1	Ctc Giant Killer CON 135.875/251.6/310.1.	200404
W122(15B)		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, VA, 23460, DSN 433-1218/1220, C757-433-1218/1220.	200404
W122(16)		EFFECTIVE ALTITUDE	1	Excld that airspace FL240 and abv fr N34 23'31.00'' W77 29'59.00'' then 3 NM frand parl  the shoreline to N34 28'55.00'' W77 18'56.00'' to N33 32'41.00'' W77 30'41.00'' to beginning.	200404
W122(16)		EFFECTIVE TIMES	1	Ctc Giant Killer CON 135.875/251.6/310.1.	200404
W122(16)		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, VA, 23460, DSN 433-1218/1220, C757-433-1218/1220.	200404
W122(17)		EFFECTIVE TIMES	1	Ctc Giant Killer CON 135.875/251.6/310.1.	200404
W122(17)		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, VA, 23460, DSN 433-1218/1220, C757-433-1218/1220.	200404
W122(18)		EFFECTIVE TIMES	1	Ctc Giant Killer CON 135.875/251.6/310.1.	200404
W122(18)		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, VA, 23460, DSN 433-1218/1220, C757-433-1218/1220.	200404
W122(19)		EFFECTIVE TIMES	1	Ctc Giant Killer CON 135.875/251.6/310.1.	200404
W122(19)		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, VA, 23460, DSN 433-1218/1220, C757-433-1218/1220.	200404
W122(2)		EFFECTIVE TIMES	1	Ctc Giant Killer CON 135.875/251.6/310.1.	200103
W122(2)		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, VA, 23460, DSN 433-1218/1220, C757-433-1218/1220.	200102
W122(20)		EFFECTIVE TIMES	1	Ctc Giant Killer CON 135.875/251.6/310.1.	200404
W122(20)		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, VA, 23460, DSN 433-1218/1220, C757-433-1218/1220.	200404
W122(21)		EFFECTIVE TIMES	1	Ctc Giant Killer CON 135.875/251.6/310.1.	200404
W122(21)		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, VA, 23460, DSN 433-1218/1220, C757-433-1218/1220.	200404
W122(22)		EFFECTIVE TIMES	1	Ctc Giant Killer CON 135.875/251.6/310.1.	200404
W122(22)		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, VA, 23460, DSN 433-1218/1220, C757-433-1218/1220.	200404
W122(23)		EFFECTIVE TIMES	1	Ctc Giant Killer CON 135.875/251.6/310.1.	200404
W122(23)		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, VA, 23460, DSN 433-1218/1220, C757-433-1218/1220.	200404
W122(3)		EFFECTIVE TIMES	1	Ctc Giant Killer CON 135.875/251.6/310.1.	200404
W122(3)		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, VA, 23460, DSN 433-1218/1220, C757-433-1218/1220.	200404
W122(4)		EFFECTIVE TIMES	1	Ctc Giant Killer CON 135.875/251.6/310.1.	200404
W122(4)		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, VA, 23460, DSN 433-1218/1220, C757-433-1218/1220.	200404
W122(5)		EFFECTIVE TIMES	1	Ctc Giant Killer CON 135.875/251.6/310.1.	200404
W122(5)		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, VA, 23460, DSN 433-1218/1220, C757-433-1218/1220.	200404
W122(6)		EFFECTIVE TIMES	1	Ctc Giant Killer CON 135.875/251.6/310.1.	200404
W122(6)		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, VA, 23460, DSN 433-1218/1220, C757-433-1218/1220.	200404
W122(7)		EFFECTIVE TIMES	1	Ctc Giant Killer CON 135.875/251.6/310.1.	200404
W122(7)		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, VA, 23460, DSN 433-1218/1220, C757-433-1218/1220.	200404
W122(8)		EFFECTIVE TIMES	1	Ctc Giant Killer CON 135.875/251.6/310.1.	200404
W122(8)		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, VA, 23460, DSN 433-1218/1220, C757-433-1218/1220.	200404
W122(9)		EFFECTIVE TIMES	1	Ctc Giant Killer CON 135.875/251.6/310.1.	200404
W122(9)		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, VA, 23460, DSN 433-1218/1220, C757-433-1218/1220.	200404
W132A		CONTROLLING AGENCY	1	Using Agcy-USN, CO, FACSFACJAX, Jacksonville NAS, C904-772-2551. Sked Agcy-USN,FACSFAC, Jacksonville, FL, DSN 942-2113/2026, C904-542-2113/2026. Automated HotArea Brief DSN 942-2276, C904-542-2276.	200102
W132B		CONTROLLING AGENCY	1	Using Agcy-USN, CO, FACSFACJAX, Jacksonville NAS, C904-772-2551. Sked Agcy-USN,FACSFAC, Jacksonville, FL, DSN 942-2113/2026, C904-542-2113/2026. Automated HotArea Brief DSN 942-2276, C904-542-2276.	200102
W133		CONTROLLING AGENCY	1	Using Agcy-USN, CO, FACSFACJAX, Jacksonville NAS, C904-772-2551. Sked Agcy-USN,FACSFAC, Jacksonville, FL, DSN 942-2113/2026, C904-542-2113/2026. Automated HotArea Brief DSN 942-2276, C904-542-2276.	200102
W134		CONTROLLING AGENCY	1	Using Agcy-USN, CO, FACSFACJAX, Jacksonville NAS, C904-772-2551. Sked Agcy-USN,FACSFAC, Jacksonville, FL, DSN 942-2113/2026, C904-542-2113/2026. Automated HotArea Brief DSN 942-2276, C904-542-2276.	200102
W147A		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, 147th Ftr Gp, Ellington Fld, Houston.	200102
W147B		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, 147th Ftr Gp, Ellington Fld, Houston.	200102
W147C		CONTROLLING AGENCY	1	Using Agcy-NASA, Acft Opr Div, Ellington Fld, Houston.	200102
W147D		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, 147th Ftr Gp, Ellington Fld, Houston.	200102
W147E		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, 147th Ftr Gp, Ellington Fld, Houston.	200102
W151A		GENERAL	1	Ctc (Eglin) (Tyndall) RAPCON for opr within the transition area in the W151 complex.	200014
W151A		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, Air Armament Cntr, Eglin AFB. Sked Agcy-46 OSS/OSCS, EglinAFB, C850-882-5800.	200014
W151B		GENERAL	1	Ctc (Eglin) (Tyndall) RAPCON for opr within the transition area in the W151 complex.	200014
W151B		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, Air Armament Cntr, Eglin AFB. Sked Agcy-46 OSS/OSCS, EglinAFB, C850-882-5800.	200014
W151C		GENERAL	1	Ctc (Eglin) (Tyndall) RAPCON for opr within the transition area in the W151 complex.	200014
W151C		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, Air Armament Cntr, Eglin AFB. Sked Agcy-46 OSS/OSCS, EglinAFB, C850-882-5800.	200014
W151D		GENERAL	1	Ctc (Eglin) (Tyndall) RAPCON for opr within the transition area in the W151 complex.	200014
W151D		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, Air Armament Cntr, Eglin AFB. Sked Agcy-46 OSS/OSCS, EglinAFB, C850-882-5800.	200014
W151E		GENERAL	1	Ctc (Eglin) (Tyndall) RAPCON for opr within the transition area in the W151 complex.	200109
W151E		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, Air Armament Cntr, Eglin AFB. Sked Agcy-46 OSS/OSCS, EglinAFB, C850-882-5800.	200109
W151F		GENERAL	1	Ctc (Eglin) (Tyndall) RAPCON for opr within the transition area in the W151 complex.	200109
W151F		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, Air Armament Cntr, Eglin AFB. Sked Agcy-46 OSS/OSCS, EglinAFB, C850-882-5800.	200109
W155A		GENERAL	1	Airspace req must be rcvd by 1700Z++ on Thu the week prior to intended use.	200513
W155A		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, FACSFAC, Pensacola NAS, DSN 922-2735, C850-452-2735.	200513
W155B		GENERAL	1	Airspace req must be rcvd by 1700Z++ on Thu the week prior to intended use.	200513
W155B		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, FACSFAC, Pensacola NAS, DSN 922-2735, C850-452-2735.	200513
W155C		GENERAL	1	Airspace req must be rcvd by 1700Z++ on Thu the week prior to intended use.	200513
W155C		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, FACSFAC, Pensacola NAS, DSN 922-2735, C850-452-2735.	200513
W157A		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, FACSFACJAX, Jacksonville NAS, Jacksonville, 32212, DSN942-2113/2026, C904-542-2113/2026. Automated Hot Area Brief DSN 942-2276, C904-542-2276.	200103
W157B		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, FACSFACJAX, Jacksonville NAS, Jacksonville, 32212, DSN942-2113/2026, C904-542-2113/2026. Automated Hot Area Brief DSN 942-2276, C904-542-2276.	200014
W157C		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, FACSFACJAX, Jacksonville NAS, Jacksonville, 32212, DSN942-2113/2026, C904-542-2113/2026. Automated Hot Area Brief DSN 942-2276, C904-542-2276.	200014
W158A		EFFECTIVE ALTITUDE	1	Excld that airspace at and abv 14,000' bounded by a line fr N29 12 23 W79 37 26to N28 56 57 W79 42 40 to N28 50 01 W80 06 14 to N28 50 01 W80 28 59 to N28 53 00 W80 31 25 to N28 54 01 W80 26 59 to beginning.	200102
W158A		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, FACSFACJAX, Jacksonville NAS, Jacksonville, 32212, DSN942-2113/2026, C904-542-2113/2026. Automated Hot Area Brief DSN 942-2276, C904-542-2276.	200014
W158B		EFFECTIVE ALTITUDE	1	Excld at and abv 14,000' bounded by a line fr N29 12 23 W79 37 26 toN28 56 57 W79 42 40 to N29 08 01 W79 04 59 to N29 22 16 W79 10 19 to beginning.	200213
W158B		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, FACSFACJAX, Jacksonville NAS, Jacksonville, 32212, DSN942-2113/2026, C904-542-2113/2026. Automated Hot Area Brief DSN 942-2276, C904-542-2276.	200014
W158C		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, FACSFACJAX, Jacksonville NAS, Jacksonville, 32212, DSN942-2113/2026, C904-542-2113/2026. Automated Hot Area Brief DSN 942-2276, C904-542-2276.	200014
W158E		EFFECTIVE ALTITUDE	1	Intmt jet tfc on VFR lo alt trng rte VR-1040, VR-1041 and IR-18.	200014
W158E		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, FACSFACJAX, Jacksonville NAS, Jacksonville, 32212, DSN942-2113/2026, C904-542-2113/2026. Automated Hot Area Brief DSN 942-2276, C904-542-2276.	200014
W158F		EFFECTIVE ALTITUDE	1	Intmt jet tfc on VFR lo alt trng rte VR-1040, VR-1041 and IR-18.	200010
W158F		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, FACSFACJAX, Jacksonville NAS, Jacksonville, 32212, DSN942-2113/2026, C904-542-2113/2026. Automated Hot Area Brief DSN 942-2276, C904-542-2276.	200014
W159A		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, FACSFACJAX, Jacksonville NAS, Jacksonville, 32212, DSN942-2113/2026, C904-542-2113/2026. Automated Hot Area Brief DSN 942-2276, C904-542-2276.	200014
W159B		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, FACSFACJAX, Jacksonville NAS, Jacksonville, 32221, DSN942-2113/2026, C904-542-2113/2026. Automated Hot Area Brief DSN 942-2276, C904-542-2276.	200014
W161A		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, 20FW, Shaw AFB. Sked Agcy-20 OSS/OSOS, Shaw AFB, DSN 965-1118, C803-895-1118, 1300-2100Z++ Mon-Fri, OT ctc Shaw AFB Comd Post, DSN 965-5850, C803-895-5850. Wkend and hol usage rqr 24 hr advanced ntc. Ints air opr incl d	200206
W161B		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, 20FW, Shaw AFB, SC. Sked Agcy-20 OSS/OSOS, Shaw AFB, DSN 965-1118, C803-895-1118, 1300-2100Z++ Mon-Fri, OT ctc Shaw AFB Comd Post, DSN 965-5850, C803-895-5850. Weekend and hol usage rqr 24 hr advanced ntc. Ints air opr	200513
W168		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, Air Armament Cntr, Eglin AFB. Sked Agcy-Det 1, 347th RescueWg, MacDill AFB, DSN 968-4641, C813-830-4641 for dly sked act.	200313
W174A		CONTROLLING AGENCY	1	Using Agcy-USN, CO, Key West NAS. Sked Coord-CO, Key West NAS, DSN 483-2430, C305-293-2430, ask for Warning Area Coord Mon-Fri 1300-2100Z++. 48 hr advanced ntcrqr. Itinerant units sked first come first served.	200102
W174B(A)		EFFECTIVE ALTITUDE	1	Excld 5500' to FL700, within 5 SM on each side of FIS NDB (N24 33 W81 47) 245 deg brg, incl btn lines diverging 5 deg at the NDB, extn fr the NDB to N24 00 W8324. Also excld that airspace within Tortugas MOA.	200103
W174B(A)		CONTROLLING AGENCY	1	Using Agcy-USN, CO, Key West NAS. Sked Coord-CO, Key West NAS, DSN 483-2430, C305-293-2430, ask for Warning Area Coord 1300-2100Z++. 48 hr advanced ntc rqr. Itinerant units sked first come first served.	200102
W174B(B)		EFFECTIVE ALTITUDE	1	Excld that airspace within Tortugas MOA.	200103
W174B(B)		CONTROLLING AGENCY	1	Using Agcy-USN, CO, Key West NAS. Sked Coord-CO, Key West NAS, DSN 483-2430, C305-293-2430, DSN 483-2430, ask for Warning Area Coord 1300-2100Z++. 48 hr advanced ntc rqr. Itinerant units sked first come first served.	200103
W174C(A)		EFFECTIVE ALTITUDE	1	Excld 5500' to FL700 within 5 SM SE of FIS NDB (N24 33 W81 47) 231 deg brg CW to245 deg brg, incl btn lines diverging 5 deg at the NDB, extn to the Miami FIR bdry.	200103
W174C(A)		CONTROLLING AGENCY	1	Using Agcy-USN, CO, Key West NAS. Sked Coord-CO, Key West NAS, DSN 483-2430, C305-293-2430, ask for Warning Area Coord Mon-Fri 1300-2100Z++. 48 hr advanced ntcrqr. Itinerant units sked first come first served.	200102
W174C(B)		CONTROLLING AGENCY	1	Using Agcy-USN, CO, Key West NAS. Sked Coord-CO, Key West NAS, DSN 483-2430, C305-293-2430, ask for Warning Area Coord Mon-Fri 1300-2100Z++. 48 hr advanced ntcrqr. Itinerant units sked first come first served.	200103
W174D		CONTROLLING AGENCY	1	Using Agcy-USN, CO, Key West NAS. Sked Coord-CO, Key West NAS, DSN 483-2430, C305-293-2430, ask for Warning Area Coord Mon-Fri 1300-2100Z++. 48 hr advanced ntcrqr. Itinerant units sked first come first served.	200406
W174D(A)		CONTROLLING AGENCY	1	Using Agcy-USN, CO, Key West NAS. Sked Coord-CO, Key West NAS, DSN 483-2430, C305-293-2430, ask for Warning Area Coord Mon-Fri 1300-2100Z++. 48 hr advanced ntcrqr. Itinerant units sked first come first served.	200406
W174E		CONTROLLING AGENCY	1	Using Agcy-USN, CO, Key West NAS. Sked Coord-CO, Key West NAS, DSN 483-2430, C305-293-2430, ask for Warning Area Coord Mon-Fri 1300-2100Z++. 48 hr advanced ntcrqr. Itinerant units sked first come first served.	200102
W174F		CONTROLLING AGENCY	1	Using Agcy-USN, CO, Key West NAS. Sked Coord-CO, Key West NAS, DSN 483-2430, C305-293-2430, ask for Warning Area Coord Mon-Fri 1300-2100Z++. 48 hr advanced ntcrqr. Itinerant units sked first come first served.	200102
W174G		CONTROLLING AGENCY	1	Using Agcy-USN, CO, Key West NAS. Sked Coord-CO, Key West NAS, DSN 483-2430, C305-293-2430, ask for Warning Area Coord Mon-Fri 1300-2100Z++. 48 hr advanced ntcrqr. Itinerant units sked first come first served.	200102
W177A(A)		EFFECTIVE ALTITUDE	1	Excld 6000' and blw wi 19 NM of Myrtle Beach Intl (N33 41 W78 56).	200010
W177A(A)		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, 20FW, Shaw AFB. Sked Agcy-20 OSS/OSOS, Shaw AFB, DSN 965-1118, C803-895-1118 1300-2100Z++ Mon-Fri, OT ctc Shaw AFB Comd Post DSN 965-5850,C803-895-5850. Wkend and hol usage rqr 24 hr advanced ntc. Ints air opr incl day	200206
W177A(B)		EFFECTIVE ALTITUDE	1	Excld 6000' and blw wi 19 NM of Myrtle Beach Intl.	200102
W177A(B)		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, 20FW, Shaw AFB. Sked Agcy-20 OSS/OSOS, Shaw AFB,  DSN 965-1118, C803-895-1118 1300-2100Z++ Mon-Fri, OT ctc Shaw AFB Comd Post DSN 965-5850,C803-895-5850. Wkend and hol usage rqr 24 hr advanced ntc. Ints air opr incl da	200206
W177B		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, 20FW, Shaw AFB, SC. Sked Agcy-20 OSS/OSOS, Shaw AFB, DSN 965-1118, C803-895-1118 1300-2100Z++ Mon-Fri, OT ctc Shaw AFB Comd Post DSN 965-5850, C803-895-5850. Wkend and hol usage rqr 24 hr advanced ntc. Ints air opr incl	200206
W186		CONTROLLING AGENCY	1	Ctl Agcy-P.O. Box 4009, Honolulu. Using Agcy-USN, CO, Pacific Misl Rng Fac, Hawaiian Area, Barking Sands PMRF, Kekaha, Kauai, 96752.	200105
W187		EFFECTIVE ALTITUDE	1	Excld airspace 3 NM fr and parl the shoreline of Kaula I.	200105
W187		EFFECTIVE TIMES	1	Mon-Fri 1700-0800Z, Sat-Sun 1800-0200Z; OT by NOTAM.	200105
W187		CONTROLLING AGENCY	1	Ctl Agcy-P.O. Box 4009, Honolulu.  Using Agcy-USN, CO, FACSFACPH, Pearl Harbor,DSN 472-8496, C808-472-8496. Ctc Hula Dancer CON 127.0/266.4/6723 HF/3379 USB.	200506
W188		CONTROLLING AGENCY	1	P.O. Box 4009, Honolulu. Using/Sked Agcy-USN, CO, Pacific Misl Rng Fac, HawaiianArea, Barking Sands, Kekaha, Kauai, 96752. Rng Ctl Officer C808-335-4388 or Honolulu DSN 471-6388/6254 or Duty Officer C808-335-4254. Outrider CON 322.0/126.2/	200105
W189		EFFECTIVE TIMES	1	Mon-Fri 1700-0800Z, Sat-Sun 1800-0200Z; OT by NOTAM.	200105
W189		CONTROLLING AGENCY	1	P.O. Box 4009, Honolulu. Using Agcy-USN, CO, FACSFACPH, Pearl Harbor, DSN 472-8496, C808-472-8496. Ctc Hula Dancer CON 127.0/266.4/6723 HF/3379 USB.	200506
W190		EFFECTIVE TIMES	1	Mon-Fri 1700-0800Z; Sat-Sun 1800-0200Z; OT by NOTAM.	200105
W190		CONTROLLING AGENCY	1	Ctl Agcy-P.O. Box 4009, Honolulu. Using Agcy-USN, CO, FACSFACPH, Pearl Harbor, DSN 472-8496, C808-472-8496. Ctc Hula Dance CON 127.0/266.4/6723 HF/3379 USB.	200506
W191		EFFECTIVE TIMES	1	Mon-Fri 1700-0800Z; Sat-Sun 1800-0200Z; OT by NOTAM.	200105
W191		CONTROLLING AGENCY	1	Ctl Agcy-P.O. Box 4009, Honolulu. Using Agcy-USN, CO, FACSFACPH, Pearl Harbor, DSN 472-8496, C808-472-8496. Ctc Hula Dancer CON 127.0/266.4/6723 HF/3379 USB.	200506
W192		EFFECTIVE TIMES	1	Mon-Fri 1700-0800Z; Sat-Sun 1800-0200Z; OT by NOTAM.	200105
W192		CONTROLLING AGENCY	1	Ctl Agcy-P.O. Box 4009, Honolulu. Using Agcy-USN, CO, FACSFACPH, Pearl Harbor, DSN 472-8496, C808-472-8496. Ctc Hula Dancer CON 127.0/266.4/6723 HF/3379 USB.	200506
W193		EFFECTIVE TIMES	1	Mon-Fri 1700-0800Z; Sat-Sun 1800-0200Z; OT by NOTAM.	200105
W193		CONTROLLING AGENCY	1	Ctl Agcy-P.O. Box 4009, Honolulu. Using Agcy-USN, CO, FACSFACPH, Pearl Harbor, DSN 472-8496, C808-472-8496. Ctc Hula Dancer CON 127.0/266.4/6723 HF/3379 USB.	200506
W194		EFFECTIVE TIMES	1	Mon-Fri 1700-0800Z; Sat-Sun 1800-0200Z; OT by NOTAM.	200105
W194		CONTROLLING AGENCY	1	Ctl Agcy-P.O. Box 4009, Honolulu. Using Agcy-USN, CO, FACSFACPH, Pearl Harbor, DSN 472-8496, C808-472-8496. Ctc Hula Dancer CON 127.0/266.4/6723 HF/3379 USB.	200506
W196		EFFECTIVE TIMES	1	Mon-Fri 1700-0800Z; Sat-Sun 1800-0200Z; OT by NOTAM.	200105
W196		CONTROLLING AGENCY	1	Using Agcy-USN, CO, FACSFACPH, Pearl Harbor, DSN 472-8496, C808-472-8496. Ctc Hula Dancer 127.0/266.4/6723 HF/3379 USB.	200506
W228A		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, Corpus Christi NAS. Duty hr DSN 861-3748, C361-961-3748. Sked hrs are Mon-Fri 1300-2300Z++.Prior to entering/exiting the airspace the user shall obtain clnc from the Ctl Agcy (Houston Cntr 128.3/291.6; Seagull 124.6	200602
W228B		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, Corpus Christi NAS. Duty hr DSN 861-3748, C361-961-3748. Sked hrs are Mon-Fri 1300-2300Z++.Prior to entering/exiting the airspace the user shall obtain clnc from the Ctl Agcy (Houston Cntr 128.3/291.6; Seagull 124.6	200602
W228C		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, Corpus Christi NAS. Duty hr DSN 861-3748, C361-961-3748. Sked hrs are Mon-Fri 1300-2300Z++.Prior to entering/exiting the airspace the user shall obtain clnc from the Ctl Agcy (Houston Cntr 128.3/291.6; Seagull 124.6	200602
W228D		CONTROLLING AGENCY	1	Using/Sked Agcy-USN, CO, Corpus Christi NAS. Duty hr DSN 861-3748, C361-961-3748. Sked hrs are Mon-Fri 1300-2300Z++.Prior to entering/exiting the airspace the user shall obtain clnc from the Ctl Agcy (Houston Cntr 128.3/291.6; Seagull 124.6	200602
W237A(HI)		CONTROLLING AGENCY	1	Using Agcy-USN, CO, Whidbey Island NAS, 98278, DSN 820-2877/1872, C360-257-2877/1872.	200507
W237A(LO)		CONTROLLING AGENCY	1	Using Agcy-USN, CO, Whidbey Island NAS, 98278, DSN 820-2877/1872, C360-257-2877/1872.	200507
W237B(HI)		CONTROLLING AGENCY	1	Using Agcy-USN, CO, Whidbey Island NAS, 98278, DSN 820-2877/1872, C360-257-2877/1872.	200507
W237B(LO)		CONTROLLING AGENCY	1	Using Agcy-USN, CO, Whidbey Island NAS, 98278, DSN 820-2877/1872, C360-257-2877/1872.	200507
W237C		CONTROLLING AGENCY	1	Using Agcy-USN, CO, Whidbey Island NAS, 98278, DSN 820-2877/1872, C360-257-2877/1872.	200507
W237D		CONTROLLING AGENCY	1	Using Agcy-USN, CO, Whidbey Island NAS, 98278, DSN 820-2877/1872, C360-257-2877/1872.	200507
W237E		CONTROLLING AGENCY	1	Using Agcy-USN, CO, Whidbey Island NAS, 98278, DSN 820-2877/1872, C360-257-2877/1872.	200507
W237F		CONTROLLING AGENCY	1	Using Agcy-USN, CO, Whidbey Island NAS, 98278, DSN 820-2877/1872, C360-257-2877/1872.	200507
W237G		CONTROLLING AGENCY	1	Using Agcy-USN, CO, Whidbey Island NAS, 98278, DSN 820-2877/1872, C360-257-2877/1872.	200507
W237H		CONTROLLING AGENCY	1	Using Agcy-USN, CO, Whidbey Island NAS, 98278, DSN 820-2877/1872, C360-257-2877/1872.	200507
W237J		CONTROLLING AGENCY	1	Using Agcy-USN, CO, Whidbey Island NAS, 98278, DSN 820-2877/1872, C360-257-2877/1872.	200507
W260		EFFECTIVE TIMES	1	Ctc Beaver CON 120.825/290.15.	200512
W260		CONTROLLING AGENCY	1	Using Agcy-USN, CO, FACSFAC, San Diego, DSN 735-1758, C619-545-1758.	200512
W283		EFFECTIVE TIMES	1	Ctc Beaver CON 124.125/328.45.	200512
W283		CONTROLLING AGENCY	1	Using Agcy-USN, CO, FACSFAC, San Diego, DSN 735-1758, C619-545-1758.	200512
W285A		EFFECTIVE ALTITUDE	1	To FL 450 except sfc to FL190 blw W285C.	200512
