SUAS_IDENT	SECTOR	TYPE	NAME	ICAO	CON_AGCY	LOC_HDATUM	WGS_DATUM	COMM_NAME	FREQ1	FREQ2	LEVEL	UPPER_ALT	LOWER_ALT	EFF_TIMES	WX	CYCLE_DATE	EFF_DATE
R4501B(B)		R	FORT LEONARD WOOD EAST, MO	KZKC	FAA, KANSAS CITY ARTCC	WGE	WGE	KANSAS CITY CENTER	133.8   M	317.5   M	L	001500AMSL	SURFACE	MON-SAT 1230-0400Z++ OT BY NOTAM	VFR-IFR	200408	22 Mar 01
R4501C		R	FORT LEONARD WOOD, MO	KZKC	FAA, KANSAS CITY ARTCC	WGE	WGE	KANSAS CITY CENTER	133.8   M	317.5   M	L	005000AMSL	02200AMSL	MON 1500-0300Z++ TUE-FRI 1500-2200Z++	VFR-IFR	200408	22 Mar 01
R4501D		R	FORT LEONARD WOOD, MO	KZKC	FAA, KANSAS CITY ARTCC	WGE	WGE	KANSAS CITY CENTER	133.8   M	317.5   M	L	012000AMSL	05000AMSL	MON 1500-0300Z++ TUE-FRI 1500-2200Z++	VFR-IFR	200408	22 Mar 01
R4501E		R	FORT LEONARD WOOD, MO	KZKC	FAA, KANSAS CITY ARTCC	WGE	WGE	KANSAS CITY CENTER	133.8   M	317.5   M	L	FL180	12000AMSL	MON 1500-0300Z++ TUE-FRI 1500-2200Z++	VFR-IFR	200408	22 Mar 01
R4501F		R	FORT LEONARD WOOD, MO	KZKC	FAA, KANSAS CITY ARTCC	WGE	WGE	KANSAS CITY CENTER	133.8   M	317.5   M	L	003200AMSL	SURFACE	CONT 1300-2400Z++ OT BY NOTAM	VFR-IFR	200408	05 May 88
R4501H		R	FORT LEONARD WOOD, MO	KZKC	FAA, KANSAS CITY ARTCC	WGE	WGE	KANSAS CITY CENTER	133.8   M	317.5   M	L	003200AMSL	SURFACE	WED 2100-2200Z++ OT BY NOTAM	VFR-IFR	200408	05 May 88
R4803		R	FALLON, NV	KZOA	FAA, OAKLAND ARTCC	WGE	WGE	OAKLAND CENTER	128.8   M	285.5   M	L	018000AMSL	SURFACE	CONT 1415-0630Z++	VFR-IFR	200505	22 Mar 01
R4804A		R	TWINS PEAKS, NV	KZOA	FAA, OAKLAND ARTCC	WGE	WGE	OAKLAND CENTER	125.75  M	319.8   M	L	018000AMSL	SURFACE	CONT 1515-0730Z++	VFR-IFR	200505	13 Jun 02
R4804B		R	TWINS PEAKS, NV	KZOA	FAA, OAKLAND ARTCC	WGE	WGE	OAKLAND CENTER	125.75  M	319.8   M	H	FL350	FL180	CONT 1515-0730Z++	VFR-IFR	200409	13 Jun 02
R4806E		R	LAS VEGAS, NV	KZLA	FAA, LOS ANGELES ARTCC	WGE	WGE	LOS ANGELES CENTER	132.5   M	351.7   M	B	UNLTD	00100AGL	MON-SAT 1300-0400Z++ OT BY NOTAM	VFR-IFR	200103	27 May 93
R4806W		R	LAS VEGAS, NV	KZLA	FAA, LOS ANGELES ARTCC	WGE	WGE	LOS ANGELES CENTER	132.5   M	351.7   M	B	UNLTD	SURFACE	CONT	VFR-IFR	200011	27 May 93
R4807A		R	TONOPAH, NV	KZLA	FAA, LOS ANGELES ARTCC	WGE	WGE	LOS ANGELES CENTER	124.2   M	343.6   M	B	UNLTD	SURFACE	MON 1400Z++-FRI 0300Z++	VFR-IFR	200103	14 Sep 95
R4807B		R	TONOPAH, NV	KZLA	FAA, LOS ANGELES ARTCC	WGE	WGE	LOS ANGELES CENTER	124.2   M	343.6   M	B	UNLTD	SURFACE	CONT	VFR-IFR	200011	27 May 93
R4808N		R	LAS VEGAS, NV	KZLA	FAA, LOS ANGELES ARTCC	WGE	WGE	LOS ANGELES CENTER	132.5   M	351.7   M	B	UNLTD	SURFACE	CONT	VFR-IFR	200011	14 Sep 95
R4808S		R	LAS VEGAS, NV	KZLA	FAA, LOS ANGELES ARTCC	WGE	WGE	LOS ANGELES CENTER	132.5   M	351.7   M	B	UNLTD	SURFACE	CONT	VFR-IFR	200011	26 Sep 85
R4809		R	TONOPAH, NV	KZLA	FAA, LOS ANGELES ARTCC	WGE	WGE	SALT LAKE CITY CNTR	132.05  M	291.7   M	B	UNLTD	SURFACE	CONT	VFR-IFR	200011	04 Jun 87
R4810		R	DESERT MOUNTAINS, NV	KZOA	FAA, OAKLAND ARTCC	WGE	WGE	OAKLAND CENTER	125.75  M	319.8   M	L	017000AMSL	SURFACE	CONT 1515-0730Z++	VFR-IFR	200409	20 May 99
R4811		R	HAWTHORNE, NV	KZOA	FAA, OAKLAND ARTCC	WGE	WGE	OAKLAND CENTER	125.75  M	319.8   M	L	015000AMSL	SURFACE	MON-FRI 1600-2300Z++	VFR-IFR	200103	20 May 99
R4812		R	SAND SPRINGS, NV	KZOA	FAA, OAKLAND ARTCC	WGE	WGE	OAKLAND CENTER	125.75  M	319.8   M	L	018000AMSL	SURFACE	CONT 1515-0730Z++	VFR-IFR	200505	20 May 99
R4813A		R	CARSON SINK, NV	KZOA	FAA, OAKLAND ARTCC	WGE	WGE	OAKLAND CENTER	128.8   M	285.5   M	L	018000AMSL	SURFACE	CONT 1515-0730Z++	VFR-IFR	200505	13 Jun 02
R4813B		R	CARSON SINK, NV	KZOA	FAA, OAKLAND ARTCC	WGE	WGE	OAKLAND CENTER	128.8   M	285.5   M	B	FL350	FL180	CONT 1515-0730Z++	VFR-IFR	200204	13 Jun 02
R4816N		R	DIXIE VALLEY, NV	KZOA	FAA, OAKLAND ARTCC	WGE	WGE	OAKLAND CENTER	128.8   M	285.5   M	L	018000AMSL	01500AGL	CONT 1515-0730Z++	VFR-IFR	200505	20 May 99
R4816S		R	DIXIE VALLEY, NV	KZOA	FAA, OAKLAND ARTCC	WGE	WGE	OAKLAND CENTER	128.8   M	285.5   M	L	018000AMSL	00500AGL	CONT 1515-0730Z++	VFR-IFR	200505	20 May 99
R5001A		R	FORT DIX, NJ	KZNY	FAA, NEW YORK ARTCC	WGE	WGE	NEW YORK CENTER	118.97  M	381.6   M	L	004000AMSL	SURFACE	CONT 1100-0430Z++ OT BY NOTAM	VFR-IFR	200409	04 Jan 96
R5001B		R	FORT DIX, NJ	KZNY	FAA, NEW YORK ARTCC	WGE	WGE	NEW YORK CENTER	119.97  M	381.6   M	L	008000AMSL	04000AMSL	SR FRI-SS SUN OT BY NOTAM	VFR-IFR	200409	04 Jan 96
R5002A		R	WARREN GROVE, NJ	KZNY	FAA, NEW YORK ARTCC	WGE	WGE	WARREN GROVE RANGE	118.97  M	381.6   M	L	014000AMSL	SURFACE	CONT SR-SS OT BY NOTAM	VFR-IFR	200409	21 Feb 02
R5002B		R	WARREN GROVE, NJ	KZNY	FAA, NEW YORK ARTCC	WGE	WGE	WARREN GROVE RANGE	118.97  M	381.6   M	L	014000AMSL	01000AMSL	CONT SR-SS OT BY NOTAM	VFR-IFR	200409	21 Feb 02
R5002C		R	WARREN GROVE, NJ	KZNY	FAA, NEW YORK ARTCC	WGE	WGE	WARREN GROVE RANGE	118.97  M	381.6   M	L	003000AMSL	SURFACE	CONT SR-SS OT BY NOTAM	VFR-IFR	200409	21 Feb 02
R5002D		R	WARREN GROVE, NJ	KZNY	FAA, NEW YORK ARTCC	WGE	WGE	WARREN GROVE RANGE	118.97  M	381.6   M	L	004000AMSL	SURFACE	CONT SR-SS OT BY NOTAM	VFR-IFR	200409	21 Feb 02
R5002E		R	WARREN GROVE, NJ	KZNY	FAA, NEW YORK ARTCC	WGE	WGE	WARREN GROVE RANGE	118.97  M	381.6   M	L	014000AMSL	03500AMSL	CONT SR-SS OT BY NOTAM	VFR-IFR	200409	21 Feb 02
R5101		R	LOS ALAMOS, NM	KZAB	FAA, ALBUQUERQUE ARTCC	WGE	WGE	ALBUQUERQUE CENTER	132.18  M	346.35  M	L	012000AMSL	SURFACE	CONT	VFR-IFR	200011	20 May 99
R5103(D)		R	MCGREGOR, NM	KZAB	FAA, ALBUQUERQUE ARTCC	WGE	WGE	ALBUQUERQUE CENTER	132.65  M	257.6   M	B	UNLTD	01501AGL	MON-FRI 1400-0300Z++ OT BY NOTAM	VFR-IFR	200506	27 Apr 05
R5103(E)		R	MCGREGOR, NM	KZAB	FAA, ALBUQUERQUE ARTCC	WGE	WGE	ALBUQUERQUE CENTER	132.65  M	257.6   M	B	UNLTD	01501AGL	M-F 1400-0300Z++ OT BY NOTAM	VFR-IFR	200506	27 Apr 05
R5103A		R	MCGREGOR, NM	KZAB	FAA, ALBUQUERQUE ARTCC	WGE	WGE	ALBUQUERQUE CENTER	132.65  M	257.6   M	L	018000AMSL	SURFACE	MON-FRI 1400-0300Z++ OT BY NOTAM	VFR-IFR	200505	20 Jan 05
R5103B		R	MCGREGOR, NM	KZAB	FAA, ALBUQUERQUE ARTCC	WGE	WGE	ALBUQUERQUE CENTER	132.65  M	257.6   M	L	012500AMSL	SURFACE	MON-FRI 1400-0300Z++ OT BY NOTAM	VFR-IFR	200501	20 Jan 05
R5103C		R	MCGREGOR, NM	KZAB	FAA, ALBUQUERQUE ARTCC	WGE	WGE	ALBUQUERQUE CENTER	132.65  M	257.6   M	B	UNLTD	SURFACE	MON-FRI 1400-0300Z++ OT BY NOTAM	VFR-IFR	200501	20 Jan 05
R5104A		R	MELROSE, NM	KZAB	FAA, ALBUQUERQUE ARTCC	WGE	WGE	ALBUQUERQUE CENTER	126.85  M	319.20  M	L	018000AMSL	SURFACE	MON-FRI 1500-0700Z++ OT BY NOTAM	VFR-IFR	200505	26 Feb 98
R5104B		R	MELROSE, NM	KZAB	FAA, ALBUQUERQUE ARTCC	WGE	WGE	ALBUQUERQUE CENTER	126.85  M	319.20  M	H	023000AMSL	18000AMSL	MON-FRI 1500-0700Z++ OT BY NOTAM	VFR-IFR	200103	26 Feb 98
R5105		R	MELROSE, NM	KZAB	FAA, ALBUQUERQUE ARTCC	WGE	WGE	ALBUQUERQUE CENTER	126.85  M	319.20  M	L	010000AMSL	SURFACE	MON-FRI 1500-0700Z++ OT BY NOTAM	VFR-IFR	200103	26 Feb 98
R5107A		R	WHITE SANDS MISSILE RANGE, NM	KZAB	FAA, ALBUQUERQUE ARTCC	WGE	WGE	ALBUQUERQUE CENTER	132.65  M	257.6   M	B	UNLTD	SURFACE	CONT	VFR-IFR	200212	28 Nov 02
R5107B		R	WHITE SANDS MISSILE RANGE, NM	KZAB	FAA, ALBUQUERQUE ARTCC	WGE	WGE	ALBUQUERQUE CENTER	132.65  M	257.6   M	B	UNLTD	SURFACE	CONT	VFR-IFR	200212	28 Nov 02
R5107C		R	WHITE SANDS MISSILE RANGE, NM	KZAB	FAA, ALBUQUERQUE ARTCC	WGE	WGE	ALBUQUERQUE CENTER	132.65  M	257.6   M	B	UNLTD	09000AMSL	CONT MON-FRI OT BY NOTAM	VFR-IFR	200103	25 May 95
R5107D		R	WHITE SANDS MISSILE RANGE, NM	KZAB	FAA, ALBUQUERQUE ARTCC	WGE	WGE	ALBUQUERQUE CENTER	132.65  M	257.6   M	B	022000AMSL	SURFACE	CONT	VFR-IFR	200009	25 May 95
R5107E		R	WHITE SANDS MISSILE RANGE, NM	KZAB	FAA, ALBUQUERQUE ARTCC	WGE	WGE	ALBUQUERQUE CENTER	132.65  M	257.6   M	B	UNLTD	SURFACE	BY NOTAM 12 HR IN ADVANCE	VFR-IFR	200103	25 May 95
R5107F		R	WHITE SANDS MISSILE RANGE, NM	KZAB	FAA, ALBUQUERQUE ARTCC	WGE	WGE	ALBUQUERQUE CENTER	132.65  M	257.6   M	H	FL450	FL240	CONT MON-FRI OT BY NOTAM	VFR-IFR	200103	25 May 95
R5107G		R	WHITE SANDS MISSILE RANGE, NM	KZAB	FAA, ALBUQUERQUE ARTCC	WGE	WGE	ALBUQUERQUE CENTER	132.65  M	257.6   M	H	FL450	FL240	CONT MON-FRI OT BY NOTAM	VFR-IFR	200103	25 May 95
R5107H		R	WHITE SANDS MISSILE RANGE, NM	KZAB	FAA, ALBUQUERQUE ARTCC	WGE	WGE	ALBUQUERQUE CENTER	132.65  M	257.6   M	L	009000AMSL	SURFACE	BY NOTAM 12 HR IN ADVANCE	VFR-IFR	200103	25 May 95
R5107J		R	WHITE SANDS MISSILE RANGE, NM	KZAB	FAA, ALBUQUERQUE ARTCC	WGE	WGE	ALBUQUERQUE CENTER	132.65  M	257.6   M	L	009000AMSL	SURFACE	CONT MON-FRI OT BY NOTAM	VFR-IFR	200103	26 Feb 98
R5109A		R	WHITE SANDS MISSILE RANGE, NM	KZAB	FAA, ALBUQUERQUE ARTCC	WGE	WGE	ALBUQUERQUE CENTER	132.65  M	257.6   M	H	UNLTD	24000AMSL	INTMT BY NOTAM	VFR-IFR	200103	25 May 95
R5109B		R	WHITE SANDS MISSILE RANGE, NM	KZAB	FAA, ALBUQUERQUE ARTCC	WGE	WGE	ALBUQUERQUE CENTER	132.55  M	343.6   M	H	UNLTD	24000AMSL	INTMT BY NOTAM	VFR-IFR	200103	25 May 95
R5111A		R	ELEPHANT BUTTE, NM	KZAB	FAA, ALBUQUERQUE ARTCC	WGE	WGE	ALBUQUERQUE CENTER	132.65  M	257.6   M	B	UNLTD	13000AMSL	BY NOTAM 12 HR IN ADVANCE	VFR-IFR	200103	25 May 95
R5111B		R	ELEPHANT BUTTE, NM	KZAB	FAA, ALBUQUERQUE ARTCC	WGE	WGE	ALBUQUERQUE CENTER	132.65  M	257.6   M	L	013000AMSL	SURFACE	BY NOTAM 12 HR IN ADVANCE	VFR-IFR	200103	25 May 95
R5111C		R	ELEPHANT BUTTE, NM	KZAB	FAA, ALBUQUERQUE ARTCC	WGE	WGE	ALBUQUERQUE CENTER	132.65  M	257.6   M	B	UNLTD	13000AMSL	BY NOTAM 12 HR IN ADVANCE	VFR-IFR	200103	28 Jan 99
R5111D		R	ELEPHANT BUTTE, NM	KZAB	FAA, ALBUQUERQUE ARTCC	WGE	WGE	ALBUQUERQUE CENTER	132.65  M	257.6   M	B	012999AMSL	SURFACE	BY NOTAM 12 HR IN ADVANCE	VFR-IFR	200103	26 Feb 98
R5113		R	SOCORRO, NM	KZAB	FAA, ALBUQUERQUE ARTCC	WGE	WGE	ALBUQUERQUE CENTER	128.2   M	285.5   M	B	FL450	SURFACE	1 JUN-30 SEP 1600-0200Z++	VFR-IFR	200413	06 Jan 72
R5115		R	DEMING, NM	KZAB	FAA, ALBUQUERQUE ARTCC	WGE	WGE	ALBUQUERQUE CENTER	128.2   M	285.5   M	L	015000AMSL	SURFACE	CONT	VFR-IFR	200101	22 Mar 01
R5117		R	FORT WINGATE, NM	KZAB	FAA, ALBUQUERQUE ARTCC	WGE	WGE	ALBUQUERQUE CENTER	128.8   M	343.9   M	B	UNLTD	SURFACE	INTMT BY NOTAM 24 HR IN ADVANCE	VFR-IFR	200103	10 Aug 00
R5119		R	SOCORRO, NM	KZAB	FAA, ALBUQUERQUE ARTCC	WGE	WGE	ALBUQUERQUE CENTER	128.8   M	343.9   M	H	UNLTD	FL350	INTMT BY NOTAM 24 HR IN ADVANCE	VFR-IFR	200103	10 Aug 00
R5121		R	FORT WINGATE, NM	KZAB	FAA, ALBUQUERQUE ARTCC	WGE	WGE	ALBUQUERQUE CENTER	128.8   M	343.9   M	H	UNLTD	FL200	INTMT BY NOTAM 24 HR IN ADVANCE	VFR-IFR	200103	10 Aug 00
R5123		R	MAGDALENA, NM	KZAB	FAA, ALBUQUERQUE ARTCC	WGE	WGE	ALBUQUERQUE CENTER	128.8   M	343.9   M	B	UNLTD	SURFACE	INTMT BY NOTAM 24 HR IN ADVANCE	VFR-IFR	200103	10 Aug 00
R5201		R	FORT DRUM, NY	KZBW	FAA, BOSTON ARTCC	WGE	WGE	BOSTON CENTER	133.25  M	279.5   M	B	023000AMSL	SURFACE	CONT 1 APR-30 SEP	VFR-IFR	200011	04 Jan 96
R5203		R	OSWEGO, NY	KZNY	FAA, CLEVELAND ARTCC	WGE	WGE	CLEVELAND CENTER	127.47  M	346.35  M	B	FL500	SURFACE	BY NOTAM 24 HR IN ADVANCE	VFR-IFR	200408	30 Dec 99
R5206		R	WEST POINT, NY	KZNY	FAA, NEW YORK APP	WGE	WGE	NEW YORK APPROACH	134.45  M	363.2   M	L	005000AMSL	SURFACE	INTMT 1100-0500Z++ 1 JUL-31 AUG	VFR-IFR	200103	28 Jan 99
R5207		R	ROMULUS, NY	KZNY	FAA, NEW YORK ARTCC	WGE	WGE	NEW YORK CENTER	133.35  M	372.0   M	L	002000AMSL	SURFACE	MON-FRI 1230-2100Z++	VFR-IFR	200103	04 Jan 96
R5301		R	ALBEMARLE SOUND, NC	KZDC	FAA, WASHINGTON ARTCC	WGE	WGE	WASHINGTON CENTER	123.85  M	323.0   M	L	014000AMSL	SURFACE	CONT	VFR-IFR	200103	10 Aug 00
R5302A		R	HARVEY POINT, NC	KZDC	FAA, WASHINGTON, DC  ARTCC	WGE	WGE	WASHINGTON CENTER	123.85  M	323.0   M	L	014000AMSL	SURFACE	BY NOTAM 24 HR IN ADVANCE	VFR-IFR	200103	10 Aug 00
R5302B		R	HARVEY POINT, NC	KZDC	FAA, WASHINGTON, DC  ARTCC	WGE	WGE	WASHINGTON CENTER	123.85  M	323.0   M	L	014000AMSL	00100AGL	BY NOTAM 24 HR IN ADVANCE	VFR-IFR	200103	10 Aug 00
R5302C		R	HARVEY POINT, NC	KZDC	FAA, WASHINGTON, DC  ARTCC	WGE	WGE	WASHINGTON CENTER	123.85  M	323.0   M	L	003000AMSL	00100AGL	BY NOTAM 24 HR IN ADVANCE	VFR-IFR	200103	10 Aug 00
R5303A		R	CAMP LEJEUNE, NC	KNKT	USMC, CHERRY POINT APP	WGE	WGE	CHERRY POINT APP CON	124.1   M	268.7   M	L	006999AMSL	SURFACE	MON-FRI 1100-2300Z++ OT BY NOTAM	VFR-IFR	200603	22 Mar 01
R5303B		R	CAMP LEJEUNE, NC	KNKT	USMC, CHERRY POINT APP	WGE	WGE	CHERRY POINT APP CON	124.1   M	268.7   M	L	009999AMSL	07000AMSL	BY NOTAM 24 HR IN ADVANCE	VFR-IFR	200603	26 Feb 98
R5303C		R	CAMP LEJEUNE, NC	KNKT	FAA, WASHINGTON, DC ARTCC	WGE	WGE	WASHINGTON CENTER	135.5   M	272.75  M	L	018000AMSL	10000AMSL	BY NOTAM 24 HR IN ADVANCE	VFR-IFR	200603	26 Feb 98
R5304A		R	CAMP LEJEUNE, NC	KNKT	USMC, CHERRY POINT APP	WGE	WGE	CHERRY POINT APP CON	124.1   M	268.7   M	L	006999AMSL	SURFACE	MON-FRI 1100-2300Z++ OT BY NOTAM	VFR-IFR	200603	22 Mar 01
R5304B		R	CAMP LEJEUNE, NC	KNKT	USMC, CHERRY POINT APP	WGE	WGE	CHERRY POINT APP CON	124.1   M	268.7   M	L	009999AMSL	07000AMSL	BY NOTAM 24 HR IN ADVANCE	VFR-IFR	200603	26 Feb 98
R5304C		R	CAMP LEJEUNE, NC	KNKT	FAA, WASHINGTON, DC ARTCC	WGE	WGE	WASHINGTON CENTER	135.5   M	272.75  M	L	018000AMSL	10000AMSL	BY NOTAM 24 HR IN ADVANCE	VFR-IFR	200603	26 Feb 98
R5306A		R	CHERRY POINT, NC	KNKT	USMC, CHERRY POINT APP	WGE	WGE	CHERRY POINT APP CON	124.1   M	268.7   M	L	018000AMSL	SURFACE	CONT	VFR-IFR	200603	10 Dec 92
R5306C		R	CHERRY POINT, NC	KNKT	USMC, CHERRY POINT APP	WGE	WGE	CHERRY POINT APP CON	124.1   M	268.7   M	L	018000AMSL	01200AMSL	CONT	VFR-IFR	200603	10 Dec 92
R5306D		R	CHERRY POINT, NC	KNKT	USMC, CHERRY POINT APP	WGE	WGE	CHERRY POINT APP CON	124.1   M	268.7   M	L	018000AMSL	SURFACE	CONT	VFR-IFR	200603	10 Dec 92
R5306E		R	CHERRY POINT, NC	KNKT	USMC, CHERRY POINT APP	WGE	WGE	CHERRY POINT APP CON	124.1   M	268.7   M	L	018000AMSL	SURFACE	CONT	VFR-IFR	200603	10 Dec 92
R5311A		R	FORT BRAGG, NC	KZDC	FAA, WASHINGTON, DC ARTCC	WGE	WGE	WASHINGTON CENTER	135.2   M	348.65  M	L	006999AMSL	SURFACE	CONT	VFR-IFR	200603	04 Jan 96
R5311B		R	FORT BRAGG, NC	KZDC	FAA, WASHINGTON, DC ARTCC	WGE	WGE	WASHINGTON CENTER	135.2   M	348.65  M	L	011999AMSL	07000AMSL	CONT	VFR-IFR	200603	04 Jan 96
R5311C		R	FORT BRAGG, NC	KZDC	FAA, WASHINGTON, DC ARTCC	WGE	WGE	WASHINGTON CENTER	135.2   M	348.65  M	B	028999AMSL	12000AMSL	CONT	VFR-IFR	200603	04 Jan 96
R5313A		R	LONG SHOAL POINT, NC	KZDC	FAA, WASHINGTON, DC ARTCC	WGE	WGE	WASHINGTON CENTER	123.85  M	323.0   M	B	018000AMSL	SURFACE	MON-FRI 1300-0400Z++ OT BY NOTAM	VFR-IFR	200603	03 May 90
R5313B		R	LONG SHOAL POINT, NC	KZDC	FAA, WASHINGTON, DC ARTCC	WGE	WGE	WASHINGTON CENTER	123.85  M	323.0   M	L	013000AMSL	00100AGL	BY NOTAM 24 HR IN ADVANCE	VFR-IFR	200603	20 May 99
R5313C		R	LONG SHOAL POINT, NC	KZDC	FAA, WASHINGTON, DC ARTCC	WGE	WGE	WASHINGTON CENTER	123.85  M	323.0   M	L	013000AMSL	00100AGL	BY NOTAM 24 HR IN ADVANCE	VFR-IFR	200603	03 May 90
R5313D		R	LONG SHOAL POINT, NC	KZDC	FAA, WASHINGTON, DC ARTCC	WGE	WGE	WASHINGTON CENTER	123.85  M	323.0   M	L	013000AMSL	00500AGL	BY NOTAM 24 HR IN ADVANCE	VFR-IFR	200409	03 May 90
R5314A		R	DARE COUNTY, NC	KZDC	FAA, WASHINGTON, DC ARTCC	WGE	WGE	WASHINGTON CENTER	123.85  M	323.0   M	B	FL205	SURFACE	INTMT	VFR-IFR	200409	20 May 99
R5314B		R	DARE COUNTY, NC	KZDC	FAA, WASHINGTON, DC ARTCC	WGE	WGE	WASHINGTON CENTER	123.85  M	323.0   M	B	FL205	00500AGL	INTMT	VFR-IFR	200409	20 May 99
R5314C		R	DARE COUNTY, NC	KZDC	FAA, WASHINGTON, DC ARTCC	WGE	WGE	WASHINGTON CENTER	123.85  M	323.0   M	B	FL205	00500AGL	INTMT	VFR-IFR	200409	20 May 99
R5314D		R	DARE COUNTY, NC	KZDC	FAA, WASHINGTON, DC ARTCC	WGE	WGE	WASHINGTON CENTER	123.85  M	323.0   M	B	FL205	SURFACE	INTMT	VFR-IFR	200409	20 May 99
R5314E		R	DARE COUNTY, NC	KZDC	FAA, WASHINGTON, DC ARTCC	WGE	WGE	WASHINGTON CENTER	123.85  M	323.0   M	B	FL205	SURFACE	INTMT	VFR-IFR	200409	20 May 99
R5314F		R	DARE COUNTY, NC	KZDC	FAA, WASHINGTON, DC ARTCC	WGE	WGE	WASHINGTON CENTER	123.85  M	323.0   M	B	FL205	00500AGL	INTMT	VFR-IFR	200409	20 May 99
R5314G		R	DARE COUNTY, NC	KZDC	FAA, WASHINGTON, DC ARTCC	WGE	WGE	WASHINGTON CENTER	123.85  M	323.0   M	L	015000AMSL	00200AGL	INTMT	VFR-IFR	200409	20 May 99
R5314H		R	DARE COUNTY, NC	KZDC	FAA, WASHINGTON, DC ARTCC	WGE	WGE	WASHINGTON CENTER	123.85  M	323.0   M	L	010000AMSL	00500AGL	INTMT	VFR-IFR	200409	20 May 99
R5314J		R	DARE COUNTY, NC	KZDC	FAA, WASHINGTON, DC ARTCC	WGE	WGE	WASHINGTON CENTER	123.85  M	323.0   M	L	006000AMSL	01000AGL	INTMT	VFR-IFR	200409	20 May 99
R5401		R	DEVILS LAKE, ND	KZMP	FAA, MINNEAPOLIS ARTCC	WGE	WGE	MINNEAPOLIS CENTER	124.2   M	270.3   M	L	005000AMSL	SURFACE	BY NOTAM 24 HR IN ADVANCE	VFR-IFR	200408	20 May 99
R5502A		R	LACARNE, OH	KZOB	FAA, CLEVELAND ARTCC	WGE	WGE	CLEVELAND CENTER	127.9   M	284.625 M	L	005000AMSL	SURFACE	INTMT	VFR-IFR	200407	08 Jul 04
R5502B		R	LACARNE, OH	KZOB	FAA, CLEVELAND ARTCC	WGE	WGE	CLEVELAND CENTER	127.9   M	284.625 M	B	FL230	SURFACE	INTMT	VFR-IFR	200413	08 Jul 04
R5601A		R	FORT SILL, OK	KZFW	FAA, FORT WORTH ARTCC	WGE	WGE	FORT WORTH CENTER	128.4   M	290.2   M	B	FL400	SURFACE	CONT	VFR-IFR	200513	16 Nov 89
R5601B		R	FORT SILL, OK	KZFW	FAA, FORT WORTH ARTCC	WGE	WGE	FORT WORTH CENTER	128.4   M	290.2   M	B	FL400	SURFACE	CONT	VFR-IFR	200513	11 Jan 90
R5601C		R	FORT SILL, OK	KZFW	FAA, FORT WORTH ARTCC	WGE	WGE	FORT WORTH CENTER	128.4   M	290.2   M	B	FL400	SURFACE	CONT	VFR-IFR	200513	28 Jan 99
R5601D		R	FORT SILL, OK	KZFW	FAA, FORT WORTH ARTCC	WGE	WGE	FORT WORTH CENTER	128.4   M	290.2   M	B	FL400	00500AGL	MON-FRI SR-0400Z++ OT BY NOTAM	VFR-IFR	200513	20 Apr 00
R5601E		R	FORT SILL, OK	KZFW	FAA, FORT WORTH ARTCC	WGE	WGE	FORT WORTH CENTER	128.4   M	290.2   M	L	006000AMSL	00500AGL	MON-FRI SR-0400Z++ OT BY NOTAM	VFR-IFR	200513	20 May 99
R5701(A)		R	BOARDMAN, OR	KZSE	FAA, SEATTLE ARTCC	WGE	WGE	SEATTLE CENTER	132.6   M	269.35  M	B	FL200	SURFACE	MON-FRI 1530-0759Z++ OT BY NOTAM	VFR-IFR	200412	20 May 99
R5701(B)		R	BOARDMAN, OR	KZSE	FAA, SEATTLE ARTCC	WGE	WGE	SEATTLE CENTER	132.6   M	269.35  M	L	010000AMSL	SURFACE	MON-FRI 1530-0759Z++ OT BY NOTAM	VFR-IFR	200412	20 May 99
R5701(C)		R	BOARDMAN, OR	KZSE	FAA, SEATTLE ARTCC	WGE	WGE	SEATTLE CENTER	132.6   M	269.35  M	L	006000AMSL	SURFACE	MON-FRI 1530-0759Z++ OT BY NOTAM	VFR-IFR	200412	20 May 99
R5701(D)		R	BOARDMAN, OR	KZSE	FAA, SEATTLE ARTCC	WGE	WGE	SEATTLE CENTER	132.6   M	269.35  M	L	010000AMSL	SURFACE	MON-FRI 1530-0759Z++ OT BY NOTAM	VFR-IFR	200412	20 May 99
R5701(E)		R	BOARDMAN, OR	KZSE	FAA, SEATTLE ARTCC	WGE	WGE	SEATTLE CENTER	132.6   M	269.35  M	L	006000AMSL	SURFACE	MON-FRI 1530-0759Z++ OT BY NOTAM	VFR-IFR	200412	20 May 99
R5706		R	BOARDMAN, OR	KZSE	FAA, SEATTLE ARTCC	WGE	WGE	SEATTLE CENTER	132.6   M	269.35  M	L	010000AMSL	03500AMSL	MON-FRI 1530-0759Z++ OT BY NOTAM	VFR-IFR	200412	20 May 99
R5801		R	CHAMBERSBURG, PA	KZNY	FAA, WASHINGTON, DC ARTCC	WGE	WGE	HARRISBURG APPROACH	132.2   M	322.4   M	L	004000AMSL	SURFACE	MON-FRI 1300-2100Z++	VFR-IFR	200409	04 Jan 96
R5802A		R	FORT INDIANTOWN GAP, PA	KZNY	FAA, NEW YORK ARTCC	WGE	WGE	NEW YORK CENTER	134.8   M	338.3   M	L	005000AMSL	00200AGL	INTMT	VFR	200409	08 Jul 04
R5802B		R	FORT INDIANTOWN GAP, PA	KZNY	FAA, NEW YORK ARTCC	WGE	WGE	HARRISBURG APPROACH	134.8   M	338.3   M	L	013000AMSL	SURFACE	INTMT	VFR	200409	08 Jul 04
