ARPT_IDENT	RMK_SEQ	REMARK	CYCLE_DATE
US82079	2	MINIMUMS:  Rwy 13R, 300-1 1/2 or standard with climb of 220 feet per NM to 300. Rwy 31L, Standard with minimum climb of 210 feet per NM to 2000.    TAKEOFF OBSTACLES:  Rwy 04L:  Trees 1824' from DER, 180' right of centerline, 63' AGL/79' M	200602
US82079	3	SL.  Trees 1847' from DER, 88' left of centerline, 54' AGL/67' MSL.  Multiple obstruction lights on fences from 249' to 262' from DER, left of centerline, 10' AGL/22' MSL.  Rwy 04R:  Multiple trees from 797' to 1960' from DER, left of cente	200602
US82079	4	rline 39' AGL/52' MSL to 63' AGL/76' MSL.  Multiple trees 497' to 523' from DER,right of centerline, 21' AGL/32' MSL to 20' AGL/ 33' MSL.  Rwy 13L:  Electricalequipment 106' from DER, 416' left of centerline, 10 AGL/17' MSL.  Obstruction	200602
US82079	5	light 1045' from DER, 141' left of centerline, 27' AGL/40' MSL.  Rwy 13R:  Tank 6823' from DER, 2116' right of centerline, 215' AGL/227' MSL.  Obstruction light361' from DER, 405' left of centerline, 32' AGL/45' MSL. Obstruction light on f	200602
US82079	6	ence 98' from DER, 6' left of centerline, 10' AGL/24' MSL.  Tower 4689' from DER, 1386' right of centerline, 127' AGL/140' MSL.  Rwy 31L:  Tree 2075 feet from DER, 435 feet left of centerline 79 feet AGL/91 feet MSL.  Bush 256 feet from DER	200602
US82079	7	, 529 feet left of centerline, 13 feet AGL/25 feet MSL.  Terrain 381 feet left of DER, 0 feet AGL/14 feet MSL.  Rwy 31R:  Approach light 189 feet from DER, 8 feet right of centerline, 5 feet AGL/18 feet MSL. Light pole 713 feet from DER, 14	200602
US82079	8	feet left of centerline, 18 feet AGL/31 feet MSL. Multiple fence and light poles from 409 feet to 624 feet from DER, right of centerline from 10 feet AGL/23 feet MSL to 30 feet AGL/43 feet MSL.  Multiple light poles and tree 281 feet to 1,	200602
US82079	9	641 feet from DER, left of centerline from 13 feet AGL/26 feet MSL to 54 feet AGL/67 feet MSL.    IFR ALTERNATE MINIMUMS:  ILS Rwy 22L(1)  ILS Rwy 04L(1)  ILS Rwy 04R(1)  ILS Rwy 13L(1)  ILS Rwy 31L(1)  ILS Rwy 31R(1)  VOR or GPS Rwy 13L/R	200602
US82079	10	(2)     (1) ILS, 700-2.  (2) 1000-3    ALTERNATE MINIMUMS NA:  COPTER RNAV (GPS)028   RNAV (GPS) Y Rwy 31L	200602
US82169	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES:    TAKEOFF MINIMUMS: Rwy 29, 300-1; or standard with minimum climb of 280/NM to 400.    DEPARTURE PROCEDURE:  Rwy 29, climb rwy hdg to 800 before turning right.	200513
US82399	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 15, 400-2, or standard with minimum climb of 230/NM to 1200.  Rwy 06, 15, climb rwy hdg to 1200, then climbing left turn direct DKK VORTAC before proceeding	200601
US82399	2	on course.  Rwy 24, 33, climb rwy hdg to 1200, then climbing right turn direct DKK VORTAC before proceeding on course. Southbound acft cross DKK VORTAC at or above 2300.    IFR ALTERNATE MINIMUMS:  VOR Rwy 24    Category D, 900-2 3/4	200601
US82528	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Amdt. 5, 02108  NOTE: Rwy 07, cross DER at or above 13' AGL/1732' MSL. Rwy 25, cross DER at or above 19' AGL/1740' MSL. Rwy 13: obstruction light on water tank 1	200601
US82528	2	000' from departure end of rwy; 767' right of centerline 100' AGL/1842' MSL. Cross DER at or above 35' AGL/1742' MSL. Rwy 31, trees 940' from departure end of rwy, 583' right of centerline, 60' AGL/1796' MSL. Cross DER at or above 35' AGL/1	200601
US82528	3	759' MSL.    IFR ALTERNATE MINIMUMS NA:  ILS Rwy 25, RNAV (GPS) RW07, RNAV (GPS)RW13, RNAV (GPS) RW31, RNAV (GPS) Y RW25, RNAV (GPS) Z RW25	200601
US82572	1	TAKEOFF MINIMUMS:  Rwys 18,36, 300-1.  DEPARTURE PROCEDURE:  Rwys 18,36, climb runway heading to 1800 before turning.	200508
US82636	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES:    Departure heading 260 -350  not authorized.  CAUTION: Unmarked and lighted ballon and cable to 14,000' in R-2916, 77 NM SW of arpt.    TAKEOFF OBSTACLES:  Rwy 05, 22' MSL (15' AG	200403
US82636	2	L) vehicle on road 1350' from DER, from 150' left of centerline to 300' right ofcenterline. 38' MSL (31' AGL) aircraft at hold line 281' left of centerline. Rwy 23, 39' MSL (32' AGL) aircraft at hold short line at DER, 300' right of center	200403
US82636	3	line. 22' MSL (15' AGL) vehicle on road 1390' from DER, from 520' left of centerline to 810' right of centerline.	200403
US82641	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 17, 400-2; or standard with minimum climb of 325/NM to 2000.    ALTERNATE MINIMUMS NA:  NDB RWY 17  VOR/DME-A	200403
US82642	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES:    Rwy 9, CAT A, B, 1200-2*  Rwy 9, CAT C, D, 2100-2**  Rwy 16, NA  Rwy 27, CAT C, D, 2400-2***  Rwy 34, CAT A, B, 700-2+  Rwy 34, CAT C, D, 1600-2++  *Or standard with minimum clim	200601
US82642	2	b of 210/NM to 2300.  **Or standard with minimum climb of 240/NM to 3500.  ***Orstandard with minimum climb of 230/NM to 3800.  +Or standard with minimum climbof 400/NM to 1600.  ++Or standard with minimum climb of 400/NM to 2600.  Rwy 9	200601
US82642	3	climbing right turn. Rwy 34 climbing left turn. Rwy 27 climb hdg 280  to 2000 then climbing left turn. All aircraft climb direct PDZ VORTAC. Aircraft departing PDZ R-091 CW R-140 and R-231 CW R-280 climb on course. All others continue climb	200601
US82642	4	in PDZ  VORTAC holding pattern (hold NE, RT, 210  inbound) to cross PDZ VORTAC at or above: R-281 CW R-090, 6700; R-141 CW R-230, 4000 or airway MEA.    IFR ALTERNATE MINIMUMS  ILS Rwy 09(1)(2)  VOR or GPS-A(3)  (1)NA when control tower cl	200601
US82642	5	osed.  (2)Category C 900-1 1/4; (2)Category d 900-2 1/2.  (3)Categories A, B, 1200-2; Categories C, D, 1200-3	200601
US82674	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 17, NA    DEPARTURE PROCEDURE:  Rwy 23, climb via hdg 234  to 4300 before turning south.    TAKEOFF OBSTACLES:   RWY 12, road 510' from DER, 544' left of cen	200501
US82674	2	terline, 3665' MSL. RWY 17, rod on dome 1738' from DER,  12' right of centerline, 87' AGL/3746' MSL.  Rod on obst lgt AMOM 1252' from DER, 550' right of centerline, 37' AGL/3689' MSL.  Tower 1700' from DER, 62' right of centerline, 49' AGL/	200501
US82674	3	3700' MSL.  Pole 1293' from DER, 531' right of centerline, 49' AGL/3689'MSL.  Note:  RWY 23, road 683' from DER, 167' right of centerline, 3679' MSL.  Terrain 62' from DER, 297' right of centerline, 3659' MSL.  Tower 1218' from DER, 5347' l	200501
US82674	4	eft of centerline, 380' AGL/4080' MSL.  RWY 30, rail on silo 721' from DER, 567'left of centerline, 36' AGL/3675' MSL.  Tree 153' from DER, 241' left of centerline, 16' AGL/3658' MSL. Tree 216' from DER, 391' left of centerline, 17' AGL/36	200501
US82674	5	59' MSL.  Tree 1030' from DER, 460' left of centerline, 34' AGL/3676' MSL.  Tree1096' from DER, 641' right of centerline, 35' AGL/3674' MSL.    ALTERNATE MINIMUMS NA:  RNAV (GPS) RWY 12	200501
US82705	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    DEPARTURE PROCEDURE:  Rwy 15; Climb via heading 155  to 1700 before turning southwest.    TAKEOFF OBSTACLE NOTES:  Rwy 15; Road 79 feet from DER, across departure course, up to 15	200511
US82705	2	feet AGL/779 feet MSL. Building 400 feet from DER, 580 feet left of centerline,28 feet AGL/788 feet MSL, pump house 444 feet from DER, 564 feet left of centerline, 23 feet AGL/783 feet MSL, boats 1063 feet from DER, across departure cours	200511
US82705	3	e, up to 45 feet AGL/800 feet MSL, trees 2165 feet from DER, across departure course, up to 75 feet AGL/838 feet MSL.  Rwy 33; Multiple trees and poles beginning 117 feet from DER on centerline, up to 100 feet AGL/879 feet MSL, levee 187 fe	200511
US82705	4	et from DER, on centerline, 35 feet AGL/782 feet MSL.	200511
US82710	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 34 Westbound departures (160  CW 340 ), climb rwy hdg to 3100 before proceeding on course.    ALTERNATE MINIMUMS NA:  RNAV (GPS) RWY 34	200403
US82999	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES:    Rwys 10L/R, 300-1 Rwy 28L/R climb straight ahead, Rwy 10L/R turn right climb to 2500 direct OAK VORTAC and OAK R-288. Aircraft SE bound and capable of climbing 250/NM to 4500 ma	200402
US82999	2	y proceed direct to MABRY INT via OAK R-114.    IFR ALTERNATE MINIMUMS  LOC/DME Rwy 28L(1)  VOR or GPS-A(2)  (1) NA when control tower closed.  (2) Category C, 800-2 1/4; Category D, 800-2 1/2.	200402
US83000	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    IFR ALTERNATE MINIMUMS:  VOR/DME or TACAN RWY 10    Categories A, B, 900-2; Category C, 900-2 1/2; Category D, 900-2 3/4.    ALTERNATE MINIMUMS NA:  RNAV (GPS) RW04  RNAV (GPS) RW	200602
US83000	2	10  RNAV (GPS) RW17  RNAV (GPS) RW22  RNAV (GPS) RW28	200602
US83038	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 7, N/A.  Rwy 16, 22, 25, 34, Radar Vectors Required.	200405
US83129	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 27, 900-1 or standard with minimum climb of 250/NM to 1000.	200403
US83272	1	IFR ALTERNATE MINIMUMS:  ...VOR or GPS Rwy 21  ...VOR or GPS Rwy 30  Category E,800-2 1/4.	200213
US83300	1	TAKEOFF OBSTACLES:  Rwy 33, trees within 4758' of DER, 455' MSL.	200501
US83404	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKE-OFF OBSTACLES:Rwy 13; multiple trees beginning 74 feet from DER, 115 feet left of centerline, up to 40 feet AGL/6,166 feet MSL. Multiple trees, pole, and fence beginning 34	200601
US83404	2	feet from DER, 167 feet right of centerline, up to 40 feet AGL/6,154 feet MSL. Rwy 27; multiple trees and poles beginning 525 feet from DER, 271 feet left of centerline, up to 40 feet AGL/6,216 feet MSL. Multiple trees and poles beginning	200601
US83404	3	1,222 feet from DER, 275 feet right of centerline, up to 40 feet AGL/6,211 feet MSL. Rwy 31; Multiple trees, road, fence and sign beginning 196 feet from DER, 76 feet left of centerline, up to 40 feet AGL/6,238 feet MSL. Multiple poles and	200601
US83404	4	sign beginning 407 feet from DER, 8 feet left of centerline, up to 69 feet AGL/6,229 feet MSL.    IFR ALTERNATE MINIMUMS:  ILS or LOC Rwy 27 (1)  NDB Rwy 27 (2)(1) LOC, NA when control tower closed.  (2)  NA when control tower closed.	200601
US83446	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES:    TAKEOFF MINIMUMS: Rwy 17, 600-2; or standard with minimum climb of 300/NM to 1500.  Rwy 35, 600-2; or standard with minimum climb of 500/NM to 1200.  Rwy 17: climbing right turn	200403
US83446	2	to 3100 direct SEG VORTAC. Continue climb in holding pattern to 3100 before proceeding on course.  Rwy 35: Climbing left turn to 3100 direct SEG VORTAC. Continue climb in holding pattern to 3100 before proceeding on course.    ALTERNATE MI	200403
US83446	3	NIMUMS NA:  VOR-A  RNAV (GPS) RWY 17	200403
US83571	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES:    IFR ALTERNATE MINIMUMS:  VOR/DME or TACAN Rwy 03 (2)  VOR/DME or TACAN Rwy 21 (2)  RNAV (GPS) RW03(1)  RNAV (GPS) RW15 (1)  RNAV (GPS) RW21 (1)  RNAV (GPS) RW33 (1)    (1) Categ	200601
US83571	2	ory E, 800-2 1/2.  (2) Category E, NA.    TAKEOFF OBSTACLE NOTES:  Rwy 3; Multiple trees beginning 900 feet from DER, 705 feet right of centerline up to 85 feetAGL/117 MSL. Multiple trees beginning 1192 feet from DER 788 left of centerline	200601
US83571	3	up to 67 feet AGL/111 feet MSL.  Rwy 15; Multiple trees beginning 286 feet fromDER, 499 feet left of centerline to 1641 feet from DER, 413 feet left of centerline up to 84 feet AGL/107 feet MSL. Multiple trees beginning 201 feet from DER,	200601
US83571	4	378 feet right of centerline to 1193 feet from DER, 444 feet right of centerline up to 62 feet AGL/89 feet MSL. Multiple trees left and right of centerline within 3026 feet from DER up to 90 feet AGL/124 feet MSL.  Rwy 21; Multiple trees b	200601
US83571	5	eginning 42 feet from DER, 465 feet left of centerline to 2240 feet from DER, 166 feet left of centerline up to 94 feet AGL/111 feet MSL. Multiple trees beginning 1057 feet from DER, 331 feet right of centerline to 2263 feet from DER, 505 f	200601
US83571	6	eet right of centerline up to 97 feet AGL/114 feet MSL.  Rwy 33; Tree 1853 from DER, 954 right of centerline, 91 feet AGL/128 feet MSL. Tree 2735 from DER, 932 feet left of centerline, 89 feet AGL/129 feet MSL. Tree 2808 feet from DER, 862	200601
US83571	7	feet left of centerline, 82 feet AGL/122 feet MSL. Tree 2511 feet from DER, 618 feet left of centerline, 76 feet AGL/113 feet MSL. Tree 2933 feet from DER, 488 feet right of centerline.	200601
US83588	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 05: Climb rwy hdg to 2500 before heading West.  Rwy 29: Climb rwy hdg to 2500before turning North.	200403
US83617	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS: Rwy 07: NA.  Rwy 16R: CAT A/B: Standard with a minimum climb of 410/NM to 9200. CAT C/D: Standard with a minimum climb of 460/NM to 9200.   Rwy 16L: Standard wi	200602
US83617	2	th a minimum climb of 740/NM to 8000.  RWY 25: CAT A/B: Standard wlth a minimum climb of 380/NM to 8000. CAT C/D: Standard with minimum climb of 610/NM to 9800.RWY 34L/R: Standard with a minimum climb of 440/NM to 7400.    ZEFFR2 TAKE-OFF	200602
US83617	3	MINIMUMS:  Rwy 16L; 600-2 with the following minimum climb requirements: obstacle climb of  352 ft/NM to 11,100, ATC climb of 390 ft/NM to 13,000.  Rwy 16R; Standard with the following minimum climb requirements: obstacle climb of  371 ft/	200602
US83617	4	NM to 11,100, ATC climb of 398 ft/NM to 13,000.  Rwys 7, 25, 34L/R NA - ATC. DEPARTURE PROCEDURE:  RWY 16R: Climb VIA l-RNO South course or runway heading to6600 then climbing left turn direct FMG VORTAC.  RWY 16L: Climb runway heading	200602
US83617	5	to 6600 then climbing left turn direct FMG VORTAC.  RWY 25: Climb runway headingto 5000 then climbing right turn direct FMG VORTAC.  RWY 34L/R: Climb VIA I-RNONorth course or runway heading to 7500 then climbing right turn direct FMG VORT	200602
US83617	6	AC.  All aircraft, climb in FMG VORTAC holding pattern (Hold NE, LT, 221  inbound) to depart FMG VORTAC at or above MEA/MCA for direction of flight.  NOTE: All runways, Cross DER at or above 35 AGL.    TAKE-OFF OBSTACLES:  Rwy 16L, Antenna,	200602
US83617	7	trees, and LT poles beginning 618' from DER, 131' left of centerline, up to 40 ft AGL/4449 ft MSL. Terrain beginning 5189' from DER, 821' left of centerline, up to 4939 ft MSL.  Rwy 16R, multiple trees beginning 746' from DER, 380' left of	200602
US83617	8	centerline, up to 49 ft AGL/4478 ft MSL.  Multiple trees beginning 2783' from DER, 171' right of centerline, up to 71 ft AGL/4510 ft MSL. Ground beginning 1.6 NM from DER, 777' left of centerline, up to 4703 ft MSL.  Rwy 25, numerous trees	200602
US83617	9	/buildings within 6600' of DER left and right of Rwy centerline.   Rwy 34L, building 7104' from DER, 2429' right of centerline, 363' AGL/4780' MSL.  Rwy 34R, building 7104' from DER, 1728' right of centerline, 363' AGL/4780' MSL.    ALTERNA	200602
US83617	10	TE MINIMUMS:   ILS Rwy 16R, 1100-4 (1)  LOC-2 Rwy 16R (2)  LOC/DME BC Rwy 34L (3)  VOR or GPS-D, 1600-3  (1)LOC, NA  (2) Cats A, B, 1300-2; Cats C, D, 1300-3. (3) Cats A, B, 1000-2; Cats C, D, 1000-3.    ALTERNATE MINIMUMS NA:  RNAV (GPS)	200602
US83617	11	Rwy 16L  RNAV (GPS) Rwy 16R  RNAV (GPS) Rwy 34L  RNAV (GPS) Rwy 34R	200602
US83630	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 09; 700-4 or standard with minimum climb of 270/NM to 1700.    ALTERNATE MINIMUMS NA:  RNAV (GPS) RWY 09  RNAV (GPS) RWY 27	200502
US83672	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    IFR ALTERNATE MINIMUMS:  NDB Rwy 29    NA when local weather not availiable	200601
US83694	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES:  TAKE-OFF MINIMUMS: Rwy 11, 3000-2 or std. with min. climb of 340' per NM to 3400.  Rwy 29, 1000-2 or std. with min. climb of 380' per NM to 1000.  DEPARTURE PROCEDURE:  Rwy 11, cl	200302
US83694	2	imb at 340' per NM to 3400 on 109  bearing from CMJ NDB to intercept ANN R-326 to ANN VORTAC or 150  bearing to ICK NDB.  West and northwestbound turn right heading 250  passing 3500 inbound to ANN VORTAC or ICK NDB and continue climb to in	200302
US83694	3	tercept assigned route.  Southeastbound climb to cross ANN VORTAC or ICK NDB at or above 4500.  Rwy 29, climb at 380' per NM to 1000.  Northwestbound on V317, A15, and J502 climb on I-ECH LOC west course to intercept airways.  Cross I-ECH 2	200302
US83694	4	0 DME at or above 4100, continue climb on course.  All other departures climb onI-ECH LOC west course to I-ECH 10 DME, then turn left heading 230 .  Passing 4500 continue climb on course.    IFR ALTERNATE MINIMUMS:     ILD/DME-1 Rwy 11	200302
US83694	5	NDB/DME or GPS-A  3200.5.    ALTERNATE MINIMUMS NA FOR:  GPS-B	200302
US84042	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 35, 300-1  All rwys: Climb rwy  hdg to 2500 before turning on course.	200403
US84063	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    IFR ALTERNATE MINIMUMS:  ILS or LOC Rwy 24 (1)  VOR Rwy 06 (2)  VOR Rwy 24 (2)    (1) NA when control tower closed  (2) NA when local weather not available	200601
US84129	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 5L, 5R, 9L, 9R, 14, 23L, 23R, 27L, 27R, 32: STANDARD    TAKEOFF OBSTACLE NOTES:    NOTE:  Rwy 5L, multiple trees 1430 feet to 2890 feet from DER, from 120 fe	200406
US84129	2	et to 440 feet left of centerline, up to 69 feet AGL/785 feet MSL. NOTE:  Rwy 5R, multiple trees 1800 feet to 2500 feet from DER, 133 feet to 922 feet left and right of centerline, up to 75 feet AGL/777 feet MSL.  NOTE:  Rwy 9R, multiple tr	200406
US84129	3	ees 825 feet to 2600 feet from DER, 430 feet to 600 feet left and right of centerline, up to 54 feet AGL/780 feet MSL.  NOTE;  Rwy 23L, tree 1303 feet from DER 439 feet right of centerline 42 feet AGL/757 feet MSL, tree 2456 feet from DER,	200406
US84129	4	720 feet left of centerline, 66 feet AGL/781 feet MSL.  NOTE:  Rwy 23R:  multiple trees and road 1020 feet to 1333 feet from DER, 232 feet to 814 feet left and right of centerline, up to 77 feet AGL/793 feet MSL.  NOTE:  Rwy 27L, multiple t	200406
US84129	5	rees and pole 1274 feet to 2024 feet from DER, 48 feet to 769 feet left and right of centerline, up to 90 feet AGL/805 feet MSL.  NOTE;  Rwy 27R, railroad and lights 4 feet to 333 feet from DER, 564 feet to 1565 feet left of centerline,up t	200406
US84129	6	o 54 feet AFL/770 feet MSL.  Tree and lights 102 feet to 1257 feet from DER, 10 feet to 485 feet to right of centerline, 55 feet AGL/771 feet MSL.  NOTE:  Rwy 32, multiple trees and poles 797 feet to 1884 feet from DER, 78 feet to 750 feet	200406
US84129	7	left of centerline, up to 84 feet AGL/780 feet MSL.    ALTERNATE MINIMUMS:   NDBRwy 05R, NA	200406
US84144	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    IFR ALTERNATE MINIMUMS:  ILS Rwy 27    LOC, NA.	200601
US84202	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS: Rwy 06; 500-2 1/2; or standard with minimum climb of 277 ft/nm to 4000.  Rwy 10;Standard with minimum climb of 449 ft/nm to 1600, or 2000-3 for climb in visual	200601
US84202	2	conditions.  Rwy 24; Standard with minimum climb of 398 ft/nm to 2300, or 2000-3 for climb in visual conditions.  Rwy 28; Standard with minimum climb of 594 ft/nm to 1900, or 2000-3 for climb in visual conditions.    DEPARTURE PROCEDURE;	200601
US84202	3	Rwy 6; Climb via heading 062  to 2200, then to 4000 direct ALP NDB before proceeding on course.  Rwy 24; Climb via heading 242  to 2300, then climbing right turn to 4000 direct ULW VOR/DME before proceeding on course; or climb in visual con	200601
US84202	4	ditions to cross DER southwest bound at or above 2800 before proceeding on course.  Rwy 10; Climb via heading 101  to 1600, then climbing left turn to 4000 direct ALP NDB before proceeding on course; or climb in visual conditions to cross D	200601
US84202	5	ER eastbound at or above 2800 before proceeding on course.  Rwy 28; Climb via heading 281  to 1900, then climbing left turn to 4000 direct ULW VOR/DME before proceeding on course; or climb in visual conditions to cross DER westbound at or a	200601
US84202	6	bove 2800 before proceeding on course.    TAKE-OFF OBSTACLES:  Rwy 6; Multiple trees beginning 907 feet from DER, both sides of centerline, up to 60 feet AGL/1449 feet MSL, OL pole 2.12 NM from DER, 2274 feet left of centerline, 40 feet AGL	200601
US84202	7	/1340 feet MSL.   Rwy 24; Tree 2593 feet from DER, 933 feet left of centerline, 60 feet AGL/1008 feet MSL.  Rwy 10; Multiple trees beginning 887 feet from DER, both sides of centerline, up to 60 feet AGL/1013 feet MSL, tree 1.20 NM from DER	200601
US84202	8	, 2290 feet right of centerline, 60 feet AGL/1399 feet MSL, pole 1352 feet from DER, 415 feet left of centerline, 44 feet AGL/984 feet MSL, towers 1.6 NM from DER, 1637 feet right of centerline, 278 feet AGL/1238 feet MSL.  Rwy 28; Multiple	200601
US84202	9	trees beginning 1183 feet from DER, 374 feet right of centerline, up to 60 feetAGL/1612 feet MSL, tower 1225 feet from DER, 474 feet right of centerline, 92 feet AGL/1032 feet MSL, tower 1274 feet from DER, 411 feet left of centerline, 81	200601
US84202	10	feet AGL/1016 feet MSL.     IFR ALTERNATE MINIMUMS:  ILS Rwy 6  ILS Rwy 24  Categories A,B, 1200-2; Categories C,D, 1200-3.  NA when control tower closed.    ALTERNATE MINIMUMS NA:  RNAV (GPS) RWY 06  RNAV (GPS) RWY 10  RNAV (GPS) RWY 24	200601
US84202	11	RNAV (GPS) RWY 28	200601
US84224	1	IFR TAKE-OFF MINIMUMS AND OBSTACLE DEPARTURE PROCEDURES    ALTERNATE MINIMUMS: RNAV (GPS) RWY 1   RNAV (GPS) RWY 19      NA when local weather not available.	200601
US84388	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 18; 300-2, or standard with minimum climb of 280 ft/nm to 900.	200602
US84594	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS: Rwy 04, 22, NA    TAKEOFF OBSTACLES:  Rwy 09, terrain beginning at DER, left andright of centerline up to 660 MSL.  Rwy 27, terrain beginning at DER, left and	200412
US84594	2	right of centerline up to 693 MSL.	200412
US84698	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES:  Rwy 30: RADAR required. Climb on track 302  to  4000, then as instructed  by LA Center before proceeding on course. CAUTION-Departure procedure enters uncontrolled airspace.    Rwy	200403
US84698	2	12: RADAR required.  Climb on track 116  to  6000', then as instructed by LA Center before proceeding on course.    TAKE-OFF OBSTACLES:  Rwy 12, 107' trees 4551' from departure end of rwy, 1478' right of centerline.	200403
US84736	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 06, 800-6*  Rwy 18, 800-4**  Rwy 36, 800-2  * Or standard with minimum climb of 360/NM to 1700.  ** Or standard with minimum climb of 340/NM to 1700.  Rwy 06	200509
US84736	2	, climb rwy heading to 1700 before turning on course.  Rwy 18, climb rwy headingto 2100 before turning on course.  Rwy 24, climb rwy heading to 2100 before turning on course.  Rwy 36, climb rwy heading to 1700 before turning on course.	200509
US84736	3	IFR ALTERNATE MINIMUMS:    RNAV (GPS) RW06, RNAV (GPS) RW18, RNAV (GPS) RW24, RNAV (GPS) RW36; NA	200509
US84755	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 15, 800-1; or standard with minimum climb of 280/NM to 1200.  Rwy 33, 1200-1;or standard with minimum climb of 220/NM to 1700.  Rwy 15, climb rwy heading to	200507
US84755	2	1200 before proceeding on course.  Rwy 33, climb rwy heading to 1700 before proceeding on course.    TAKE-OFF OBSTACLES:  Rwy 15: 18' AGL pole 1315' from departure end of rwy, 304' left of centerline.  Rwy 33: 84' AGL tree 2399' from depar	200507
US84755	3	ture end of rwy, 84' left of centerline.	200507
US84776	1	IFR TAKE-OFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS: Rwy 26: 300-1 or standard with minimum climb of 350/NM to 1500.     DEPARTURE PROCEDURE:  Rwy 08: Climb via heading 076  to 1900 before proceeding on course.	200505
US84776	2	TAKEOFF OBSTACLES:  Rwy 08; tree 64' from DER, 439' right of centerline, 54 AGL/1274 MSL. Tree 246' from DER, 433' left of centerline, 66 AGL/1245 MSL. Tree 325' from DER, 418' left of centerline, 61 AGL/1240 MSL. Tree 295' from DER, 354'	200505
US84776	3	left of centerline, 40 AGL/1239 MSL. Tree 2303' from DER, 220' right of centerline, 46 AGL/1285 MSL. Tree 2231' from DER, 18' left of centerline, 61' AGL/1280 MSL.  Rwy 26; tree 3753' from DER, 644' left of centerline, 100 AGL/1390 MSL.	200505
US84865	1	IFR TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES    TAKEOFF MINIMUMS:  Rwy 16, 300-1 or standard with minimum climb of 340/NM until passing 2500.   Rwy 34, 300-1 or standard with minimum climb of 300/NM until 2500.    IFR ALTERNATE	200412
US84865	2	MINIMUMS:  NDB Rwy 22, LOC Rwy 22: NA	200412
